Date,TimeStamp,Campaign_ads_name,Project,Campaign_ads_ID,Ad_group_name,Placement_URL,Ad_type,Keywords,Currency_code,Cost,impressions,Clicks,Video_views,Conversions,Advertising_position,CR,TRUE_FALSE
6/16/2019,2019-06-25 22:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Digital  Marketing BH2,https://www.nationalgeographic.com/,Expanded text ad,Republic Holiday,VND,46692,2896,24,0,3,2.7,0.1,FALSE
6/17/2019,2019-06-26 23:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Digital  Marketing BH2,https://www.howstuffworks.com/,Image ad,API Bok,VND,19062,138,38,0,3,2.7,0.1,FALSE
6/17/2019,2019-06-27 00:01:00.999999 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Manufacture1,Mobile App,Responsive search ad,Thinking about China,VND,77199,4397,38,0,1,2.7,0.1,FALSE
6/18/2019,2019-06-28 01:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Manufacture1,Wikidich.com,Expanded text ad,Energy,VND,14633,153,25,0,3,3.6,0.1,FALSE
6/18/2019,2019-06-28 02:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Retail1,https://www.worldbank.org/,Image ad,National Security,VND,88672,4263,42,0,3,3.6,0.1,FALSE
6/19/2019,2019-06-29 03:01:00.999999 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Retail1,https://www.nytimes.com/,Responsive search ad,Innovation,VND,17577,136,34,0,3,2.7,0.1,FALSE
6/19/2019,2019-06-29 04:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 1 - BK1 - All,https://www.nationalgeographic.com/,Expanded text ad,Financial Industry,VND,74750,4274,38,0,1,3.6,0.1,FALSE
6/20/2019,2019-06-30 05:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 1 - BK1 - All,https://www.howstuffworks.com/,Image ad,Olympic Tokyo 2049,VND,10295,107,27,0,2,2.7,0.1,FALSE
6/20/2019,2019-06-30 06:01:00.999999 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 1 - BK1 - Placement,Mobile App,Responsive search ad,Republic Holiday,VND,47443,3152,23,0,1,2.7,0.1,FALSE
6/21/2019,2019-07-01 07:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 1 - BK1 - Placement,Wikidich.com,Expanded text ad,API Bok,VND,12791,129,24,0,1,3.6,0.1,FALSE
6/21/2019,2019-07-01 08:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 1 - BK1 - Placement,https://www.worldbank.org/,Image ad,Thinking about China,VND,78005,2937,38,0,2,3.6,0.1,FALSE
6/22/2019,2019-07-02 09:01:00.999999 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 1 - Nod 2- Topic,https://www.nytimes.com/,Responsive search ad,Energy,VND,7053,37,7,0,2,3.6,0.1,FALSE
6/22/2019,2019-07-02 10:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 1 - Nod 2- Topic,https://www.nationalgeographic.com/,Expanded text ad,National Security,VND,73737,2323,38,0,2,2.7,0.1,FALSE
6/23/2019,2019-07-03 11:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 1 - Nod 2- Topic,https://www.howstuffworks.com/,Image ad,Innovation,VND,3927,41,9,0,1,3.6,0.1,FALSE
6/23/2019,2019-07-03 12:01:00.999999 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 1_Placement,Mobile App,Responsive search ad,Financial Industry,VND,86947,2685,43,0,2,3.6,0.1,FALSE
6/24/2019,2019-07-04 13:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 1_Topic,Wikidich.com,Expanded text ad,Olympic Tokyo 2050,VND,15161,119,29,0,1,2.7,0.1,FALSE
6/24/2019,2019-07-04 14:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Campaign for you,https://www.worldbank.org/,Image ad,Republic Holiday,VND,75580,4534,39,0,2,2.7,0.1,FALSE
6/25/2019,2019-07-05 15:01:00.999999 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,HBS Toks 2020DF,https://www.nytimes.com/,Responsive search ad,API Bok,VND,11662,158,21,0,1,3.6,0.1,FALSE
6/25/2019,2019-07-05 16:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Most pressing nation security,https://www.nationalgeographic.com/,Expanded text ad,Thinking about China,VND,73028,4709,34,0,1,2.7,0.1,FALSE
6/26/2019,2019-07-06 17:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 1_ Brand KW_P1_May 17,https://www.howstuffworks.com/,Image ad,Energy,VND,14173,156,18,0,2,3.6,0.1,FALSE
6/26/2019,2019-07-06 18:01:00.999999 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 1_ Brand KW_P1_May 17,Mobile App,Responsive search ad,National Security,VND,95101,4027,50,0,2,2.7,0.1,FALSE
6/27/2019,2019-07-07 19:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 2_ BK Pro KW_P1_Headhunter_16/5,Wikidich.com,Expanded text ad,Innovation,VND,15303,163,28,0,3,3.6,0.1,FALSE
6/27/2019,2019-07-07 20:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 2_ BK Pro KW_P1_Headhunter_16/5,https://www.worldbank.org/,Image ad,Financial Industry,VND,80721,4379,42,0,3,2.7,0.1,FALSE
6/28/2019,2019-07-08 21:01:00.999999 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 1_ BK Pro KW_P1_GAM_12D6/5 #2,https://www.nytimes.com/,Responsive search ad,Olympic Tokyo 2051,VND,21945,212,42,0,3,3.6,0.1,FALSE
6/28/2019,2019-07-08 22:01:01 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 1: Bank KW_P1_May 17,https://www.nationalgeographic.com/,Expanded text ad,Republic Holiday,VND,88996,3855,45,0,2,2.7,0.1,FALSE
6/29/2019,2019-07-09 23:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,Ad group 1_BK Pro KW_P1_Jobs_17/5,https://www.howstuffworks.com/,Image ad,API Bok,VND,6164,66,12,0,3,3.6,0.1,FALSE
6/29/2019,2019-07-10 00:01:00.999999 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Ad group 1_BK Pro KW_P1_Jobs_17/5,Mobile App,Responsive search ad,Thinking about China,VND,52914,3031,29,0,3,3.6,0.1,FALSE
6/30/2019,2019-07-11 01:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_BK Pro KW_P1_Jobs_17/5,Wikidich.com,Expanded text ad,Energy,VND,65107,61,6,0,2,3.6,0.1,FALSE
6/30/2019,2019-07-11 02:01:01 UTC,SEM_Cassandra-Brand #2,Cassandra,1917978903,No bounce,https://www.worldbank.org/,Image ad,National Security,VND,7849,61,15,0,2,3.6,0.1,FALSE
6/30/2019,2019-07-11 03:01:00.999999 UTC,SEM_Cassandra-Search-World-Jobs,Cassandra,1917939744,Finance,https://www.nytimes.com/,Responsive search ad,Innovation,VND,50102,2962,25,0,2,3.6,0.1,FALSE
7/1/2019,2019-07-12 04:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Finance,https://www.nationalgeographic.com/,Expanded text ad,Financial Industry,VND,243957,388,27,0,3,3.6,0.1,FALSE
7/2/2019,2019-07-13 05:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Digital  Marketing BH2,https://www.howstuffworks.com/,Image ad,Olympic Tokyo 2052,VND,0,79,0,0,3,3.6,0.1,FALSE
7/5/2019,2019-07-16 06:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Digital  Marketing BH2,Mobile App,Responsive search ad,Republic Holiday,VND,416801,468,43,0,3,3.6,0.1,FALSE
7/6/2019,2019-07-17 07:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Manufacture1,Wikidich.com,Expanded text ad,API Bok,VND,6749,136,4,0,1,3.6,0.1,FALSE
7/7/2019,2019-07-18 08:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Retail1,https://www.worldbank.org/,Image ad,Thinking about China,VND,95522,740,43,0,2,2.7,0.1,FALSE
7/8/2019,2019-07-19 09:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Retail1,https://www.nytimes.com/,Responsive search ad,Energy,VND,20901,197,16,0,1,3.6,0.1,FALSE
7/9/2019,2019-07-20 10:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - All,https://www.nationalgeographic.com/,Expanded text ad,National Security,VND,152376,787,60,0,3,3.6,0.1,FALSE
7/10/2019,2019-07-21 11:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - All,https://www.howstuffworks.com/,Image ad,Innovation,VND,372854,1693,144,0,1,2.7,0.1,FALSE
7/11/2019,2019-07-22 12:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - Placement,Mobile App,Responsive search ad,Financial Industry,VND,155595,1130,80,0,3,3.6,0.1,FALSE
7/12/2019,2019-07-23 13:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - Placement,Wikidich.com,Expanded text ad,Olympic Tokyo 2053,VND,330006,1581,140,0,3,2.7,0.1,FALSE
7/13/2019,2019-07-24 14:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - Placement,https://www.worldbank.org/,Image ad,Republic Holiday,VND,87666,699,41,0,1,2.7,0.1,FALSE
7/14/2019,2019-07-25 15:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2 - Placement,https://www.nytimes.com/,Responsive search ad,API Bok,VND,2894,30,2,0,3,3.6,0.1,FALSE
7/15/2019,2019-07-26 16:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,https://www.nationalgeographic.com/,Expanded text ad,Thinking about China,VND,298121,927,81,0,1,2.7,0.1,FALSE
7/16/2019,2019-07-27 17:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,https://www.howstuffworks.com/,Image ad,Energy,VND,499955,1660,159,0,3,3.6,0.1,FALSE
7/17/2019,2019-07-28 18:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,Mobile App,Responsive search ad,National Security,VND,389435,1528,154,0,2,2.7,0.1,FALSE
7/18/2019,2019-07-29 19:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_Placement,Wikidich.com,Expanded text ad,Innovation,VND,78934,641,52,0,2,3.6,0.1,FALSE
7/19/2019,2019-07-30 20:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_Topic,https://www.worldbank.org/,Image ad,Financial Industry,VND,424951,1218,117,0,1,2.7,0.1,FALSE
7/20/2019,2019-07-31 21:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Campaign for you,https://www.nytimes.com/,Responsive search ad,Olympic Tokyo 2054,VND,296358,1375,119,0,1,3.6,0.1,FALSE
7/21/2019,2019-08-01 22:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Campaign for you,https://www.nationalgeographic.com/,Expanded text ad,Republic Holiday,VND,79612,686,44,0,1,3.6,0.1,FALSE
7/22/2019,2019-08-02 23:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Most pressing nation security,https://www.howstuffworks.com/,Image ad,API Bok,VND,377977,1054,132,0,1,3.6,0.1,FALSE
7/23/2019,2019-08-04 00:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_ Brand KW_P1_May 17,Mobile App,Responsive search ad,Thinking about China,VND,27761,210,23,0,3,3.6,0.1,FALSE
7/24/2019,2019-08-05 01:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_ Brand KW_P1_May 17,Wikidich.com,Expanded text ad,Energy,VND,817934,1880,211,0,3,2.7,0.1,FALSE
7/25/2019,2019-08-06 02:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 2_ BK Pro KW_P1_Headhunter_16/5,https://www.worldbank.org/,Image ad,National Security,VND,409052,753,101,0,2,3.6,0.1,FALSE
7/26/2019,2019-08-07 03:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 2_ BK Pro KW_P1_Headhunter_16/5,https://www.nytimes.com/,Responsive search ad,Innovation,VND,72496,348,33,0,1,2.7,0.1,FALSE
7/27/2019,2019-08-08 04:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_ BK Pro KW_P1_GAM_12D6/5 #2,https://www.nationalgeographic.com/,Expanded text ad,Financial Industry,VND,726680,1720,207,0,2,3.6,0.1,FALSE
7/28/2019,2019-08-09 05:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1: Bank KW_P1_May 17,https://www.howstuffworks.com/,Image ad,Olympic Tokyo 2055,VND,477046,687,77,0,2,2.7,0.1,FALSE
7/29/2019,2019-08-10 06:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_BK Pro KW_P1_Jobs_17/5,Mobile App,Responsive search ad,Republic Holiday,VND,427336,1226,137,0,2,2.7,0.1,FALSE
7/30/2019,2019-08-11 07:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_BK Pro KW_P1_Jobs_17/5,Wikidich.com,Expanded text ad,API Bok,VND,409455,1566,167,0,3,3.6,0.1,FALSE
7/31/2019,2019-08-12 08:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_BK Pro KW_P1_Jobs_17/5,https://www.worldbank.org/,Image ad,Thinking about China,VND,249707,595,69,0,1,3.6,0.1,FALSE
8/1/2019,2019-08-13 09:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,No bounce,https://www.nytimes.com/,Responsive search ad,Energy,VND,435927,827,86,0,3,3.6,0.1,FALSE
8/4/2019,2019-08-16 10:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Finance,https://www.nationalgeographic.com/,Expanded text ad,National Security,VND,5528,43,3,0,2,2.7,0.1,FALSE
8/5/2019,2019-08-17 11:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Finance,https://www.howstuffworks.com/,Image ad,Innovation,VND,805742,2516,267,0,3,2.7,0.1,FALSE
8/6/2019,2019-08-18 12:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Digital  Marketing BH2,Mobile App,Responsive search ad,Financial Industry,VND,87324,469,41,0,2,3.6,0.1,FALSE
8/7/2019,2019-08-19 13:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Digital  Marketing BH2,Wikidich.com,Expanded text ad,Olympic Tokyo 2056,VND,262965,666,86,0,2,2.7,0.1,FALSE
8/8/2019,2019-08-20 14:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Manufacture1,https://www.worldbank.org/,Image ad,Republic Holiday,VND,265575,975,97,0,3,3.6,0.1,FALSE
8/9/2019,2019-08-21 15:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Manufacture1,https://www.nytimes.com/,Responsive search ad,API Bok,VND,204820,578,53,0,2,2.7,0.1,FALSE
8/10/2019,2019-08-22 16:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Retail1,https://www.nationalgeographic.com/,Expanded text ad,Thinking about China,VND,19696,104,12,0,2,3.6,0.1,FALSE
8/11/2019,2019-08-23 17:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Retail1,https://www.howstuffworks.com/,Image ad,Energy,VND,376808,1030,116,0,3,3.6,0.1,FALSE
8/12/2019,2019-08-24 18:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - All,Mobile App,Responsive search ad,National Security,VND,248547,490,42,0,1,3.6,0.1,FALSE
8/13/2019,2019-08-25 19:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - All,Wikidich.com,Expanded text ad,Innovation,VND,236046,949,86,0,2,2.7,0.1,FALSE
8/14/2019,2019-08-26 20:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - Placement,https://www.worldbank.org/,Image ad,Financial Industry,VND,16833,247,12,0,3,2.7,0.1,FALSE
8/15/2019,2019-08-27 21:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - Placement,https://www.nytimes.com/,Responsive search ad,Olympic Tokyo 2057,VND,320656,935,92,0,3,2.7,0.1,FALSE
8/16/2019,2019-08-28 22:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2 - Placement,https://www.nationalgeographic.com/,Expanded text ad,Republic Holiday,VND,6410,73,6,0,3,3.6,0.1,FALSE
8/17/2019,2019-08-29 23:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2 - Placement,https://www.howstuffworks.com/,Image ad,API Bok,VND,379939,1312,128,0,3,2.7,0.1,FALSE
8/18/2019,2019-08-31 00:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,Mobile App,Responsive search ad,Thinking about China,VND,47530,334,24,0,2,3.6,0.1,FALSE
8/19/2019,2019-09-01 01:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,Wikidich.com,Expanded text ad,Energy,VND,374427,750,95,0,2,3.6,0.1,FALSE
8/20/2019,2019-09-02 02:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,https://www.worldbank.org/,Image ad,National Security,VND,5406,92,5,0,1,3.6,0.1,FALSE
8/21/2019,2019-09-03 03:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_Placement,https://www.nytimes.com/,Responsive search ad,Innovation,VND,56777,185,20,0,2,2.7,0.1,FALSE
8/22/2019,2019-09-04 04:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_Topic,https://www.nationalgeographic.com/,Expanded text ad,Financial Industry,VND,399787,1465,141,0,3,3.6,0.1,FALSE
8/23/2019,2019-09-05 05:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Campaign for you,https://www.howstuffworks.com/,Image ad,Olympic Tokyo 2058,VND,330817,1473,145,0,3,3.6,0.1,FALSE
8/24/2019,2019-09-06 06:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Campaign for you,Mobile App,Responsive search ad,Republic Holiday,VND,238786,989,92,0,3,3.6,0.1,FALSE
8/25/2019,2019-09-07 07:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Most pressing nation security,Wikidich.com,Expanded text ad,API Bok,VND,232954,965,91,0,3,3.6,0.1,FALSE
8/26/2019,2019-09-08 08:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_ Brand KW_P1_May 17,https://www.worldbank.org/,Image ad,Thinking about China,VND,228032,899,82,0,3,3.6,0.1,FALSE
8/27/2019,2019-09-09 09:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_ Brand KW_P1_May 17,https://www.nytimes.com/,Responsive search ad,Energy,VND,39614,334,26,0,1,3.6,0.1,FALSE
8/28/2019,2019-09-10 10:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 2_ BK Pro KW_P1_Headhunter_16/5,https://www.nationalgeographic.com/,Expanded text ad,National Security,VND,182349,382,51,0,1,3.6,0.1,FALSE
8/29/2019,2019-09-11 11:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 2_ BK Pro KW_P1_Headhunter_16/5,https://www.howstuffworks.com/,Image ad,Innovation,VND,96408,309,32,0,1,3.6,0.1,FALSE
8/30/2019,2019-09-12 12:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_ BK Pro KW_P1_GAM_12D6/5 #2,Mobile App,Responsive search ad,Financial Industry,VND,3528,46,5,0,3,3.6,0.1,FALSE
8/31/2019,2019-09-13 13:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1: Bank KW_P1_May 17,Wikidich.com,Expanded text ad,Olympic Tokyo 2059,VND,137146,1107,64,0,1,3.6,0.1,FALSE
9/1/2019,2019-09-14 14:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_BK Pro KW_P1_Jobs_17/5,https://www.worldbank.org/,Image ad,Republic Holiday,VND,73977,540,44,0,2,3.6,0.1,FALSE
9/2/2019,2019-09-15 15:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_BK Pro KW_P1_Jobs_17/5,https://www.nytimes.com/,Responsive search ad,API Bok,VND,132173,885,67,0,1,2.7,0.1,FALSE
9/3/2019,2019-09-16 16:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1_BK Pro KW_P1_Jobs_17/5,https://www.nationalgeographic.com/,Expanded text ad,Thinking about China,VND,103201,992,58,0,2,3.6,0.1,FALSE
9/4/2019,2019-09-17 17:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,No bounce,https://www.howstuffworks.com/,Image ad,Energy,VND,128963,1098,68,0,1,3.6,0.1,FALSE
9/5/2019,2019-09-18 18:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Finance,Mobile App,Responsive search ad,National Security,VND,115061,957,60,0,1,2.7,0.1,FALSE
9/6/2019,2019-09-19 19:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Finance,Wikidich.com,Expanded text ad,Innovation,VND,119874,717,61,0,2,3.6,0.1,FALSE
9/7/2019,2019-09-20 20:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Digital  Marketing BH2,https://www.worldbank.org/,Image ad,Financial Industry,VND,119228,875,66,0,1,3.6,0.1,FALSE
9/8/2019,2019-09-21 21:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Digital  Marketing BH2,https://www.nytimes.com/,Responsive search ad,Olympic Tokyo 2060,VND,109373,1097,64,0,1,2.7,0.1,FALSE
9/9/2019,2019-09-22 22:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Manufacture1,https://www.nationalgeographic.com/,Expanded text ad,Republic Holiday,VND,104106,934,64,0,3,3.6,0.1,FALSE
9/10/2019,2019-09-23 23:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Retail1,https://www.howstuffworks.com/,Image ad,API Bok,VND,84838,742,53,0,1,3.6,0.1,FALSE
9/11/2019,2019-09-25 00:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Retail1,Mobile App,Responsive search ad,Thinking about China,VND,99081,1131,59,0,1,3.6,0.1,FALSE
9/12/2019,2019-09-26 01:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - All,Wikidich.com,Expanded text ad,Energy,VND,99948,1023,64,0,2,3.6,0.1,FALSE
9/13/2019,2019-09-27 02:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - All,https://www.worldbank.org/,Image ad,National Security,VND,101496,948,60,0,3,3.6,0.1,FALSE
9/14/2019,2019-09-28 03:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - Placement,https://www.nytimes.com/,Responsive search ad,Innovation,VND,94813,859,56,0,2,3.6,0.1,FALSE
9/15/2019,2019-09-29 04:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - Placement,https://www.nationalgeographic.com/,Expanded text ad,Financial Industry,VND,78329,1114,47,0,1,2.7,0.1,FALSE
9/16/2019,2019-09-30 05:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - BK1 - Placement,https://www.howstuffworks.com/,Image ad,Olympic Tokyo 2061,VND,103545,1180,66,0,1,2.7,0.1,FALSE
9/17/2019,2019-10-01 06:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2 - Placement,Mobile App,Responsive search ad,Republic Holiday,VND,107094,1157,72,0,3,3.6,0.1,FALSE
9/18/2019,2019-10-02 07:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,Wikidich.com,Expanded text ad,API Bok,VND,79262,754,51,0,2,2.7,0.1,FALSE
9/19/2019,2019-10-03 08:01:01 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,https://www.worldbank.org/,Image ad,Thinking about China,VND,17836,263,11,0,1,3.6,0.1,FALSE
10/28/2019,2019-11-11 09:01:00.999999 UTC,Phase 2: LA Bee One (BRANDED KEYWORDS),LA Bee One,2049561051,Ad group 1 - Nod 2- Topic,https://www.nytimes.com/,Responsive search ad,Energy,VND,607894,556,55,0,2,3.6,0.1,FALSE
